NAME,AIRCRAFT_MODEL, TAIL REGISTRATION,TOTAL MILES FLOWN, TOTAL FLIGHTS, TOTAL FUEL USED , TOTAL FLIGHT TIME , TOTAL CO2 POLLUTION 
"(CLICK TO ENLARGE)Dr Phil (Phil McGraw) is an American TV personality best known for his nationally syndicated talk show ""Dr Phil"". While Dr Phil does have a Doctorate in Psychology, he is no longer licensed as a psychologist. He stopped renewing his license in 2006, and there are a lot rumors and unanswered questions as to why that happened (source:EverydayPsychology.com). Dr Phil’s estimated net worth is $460 million.Flight History for Dr. PhilDr. Phil",Gulfstream IV,N4DP,"158,582 miles",135,"179,720 gallons",16 days17 hours36 minutes,"2,424metric tons"
"(CLICK TO ENLARGE)Elon Musk is a brilliant visionary and innovative businessman who has made significant contributions to the fields of technology and space exploration. He is the founder and Chief Engineer ofSpaceX, the CEO ofTesla Motors, and the Chief Technology Officer ofTwitter. Musk’s desire to hide his private jet flight history bysuspending Jack Sweeneyis the main reason this website was created, proving thatThe Streisand Effectis real. He owns two private jets, aGulfstream G6tail registrationN628TSand a Gulfstream G5 tail registrationN272BG. Elon Musk’s net worth is estimated to be over $170 billion, making him one of the richest people in the world.Flight History for Elon MuskElon Musk (plane #2)",Gulfstream V,N272BG,"173,900 miles",126,"149,130 gallons",16 days16 hours20 minutes,"1,997metric tons"
"(CLICK TO ENLARGE)Michael Bloomberg is an American politician,entrepreneur,andclimate change hypocrite. When he was mayor of NYC he acted like a petty tyrant and tried to make it illegal for stores to sell large soft drinks (source:Reuters). Today he keeps busylecturing people about making sacrifices for climate change,while he owns8 mansions,4 cars,1helicopter,a4 story luxury yacht,and 3 private jets (N5MV,N8AGandN47EG). Bloomberg’s estimated net worth is over 59 billion.Flight History for Michael BloombergMichael Bloomberg (plane #3)",Dassault Falcon 900,N8AG,"157,945 miles",155,"117,560 gallons",16 days3 hours39 minutes,"1,569metric tons"
"(CLICK TO ENLARGE)Blake Shelton is an American country music singer and television personality. He has won several awards throughout his career, including sevenAcademy of Country Music Awardsand sixCountry Music Association Awardsand is also known for his role as a coach on the singing competition show,The Voice. Shelton’s estimated net worth is $100 million.Flight History for Blake SheltonBlake Shelton",Gulfstream IV,N958TB,"141,130 miles",136,"172,240 gallons",16 days2 hours11 minutes,"2,317metric tons"
"(CLICK TO ENLARGE)Jerry Jones is an American businessman and owner of theDallas Cowboys. Under Jones’ ownership, the Cowboys have won three Super Bowl championships and have become one of the most valuable sports franchises in the world, worth an estimated $5 billion. Jones’ net worth is estimated to be over $8 billion.Flight History for Jerry JonesJerry Jones",Gulfstream V,N1DC,"164,956 miles",141,"140,480 gallons",15 days15 hours52 minutes,"1,881metric tons"
"(CLICK TO ENLARGE)Taylor Swift is a singer, songwriter, and actress known for her earworm pop-country hits and relatable lyrics. She has won numerous accolades throughout her career, including 11 Grammys. While she is often criticized for excessive private jet usage, celebrities likeJay ZandBill GatesandMichael Bloombergare much worse. Taylor Swift owns two private jets, a Dassault Falcon 900 tail registrationN898TSand a Dassault Falcon 7X tail registrationN621MM. Swift’s estimated net worth is $365 million.Flight History for Taylor SwiftTaylor Swift (plane #1)",Dassault Falcon 7X,N621MM,"148,980 miles",136,"119,030 gallons",15 days13 hours8 minutes,"1,397metric tons"
(CLICK TO ENLARGE)Steven Spielberg is an American filmmaker and entertainment icon. He is best known for inventing the Hollywood blockbuster and being the most commercially successful film director of all time. Spielberg co-foundedDreamWorks SKGwithDavid Geffenand Jeffrey Katzenberg. His net worth is estimated to be $4 billion.Flight History for Steven SpielbergSteven Spielberg,"(CLICK TO ENLARGE)The Gulfstream G650 (GLF6) is a large business jet manufactured byGulfstream Aerospace, the first customer delivery of this aircraft was in December of 2012. This model can accommodate 11 to 18 passengers, has a range of 8,000 miles, and a cruising speed of 594 mph. A typical Gulfstream G650 costs between 64-70 million dollars, and over 470 individual aircraft have been produced. This is most popular jet among the celebrities we are tracking, and is owned byKim Kardashian,Alex Rodriguez,Bill Gates,Oprah Winfreyand14 other celebrities.Gulfstream G650Gulfstream G650",N900KS,"162,174 miles",107,"182,100 gallons",15 days3 hours7 minutes,"1,819metric tons"
"(CLICK TO ENLARGE)Mark Wahlberg is an American actor and entertainer. He rose to fame as a rapper with the groupMarky Mark and the Funky Bunch. Eventually, Wahlberg transitioned to acting, where he has since become a prominent figure in multiple Hollywood blockbuster movies includingTransformers: Age of Extinction. Wahlberg has an estimated net worth of $350 million.Flight History for Mark WahlbergMark Wahlberg",Bombardier Global Express,N143MW,"144,185 miles",102,"176,610 gallons",15 days2 hours39 minutes,"2,181metric tons"
"(CLICK TO ENLARGE)David Geffen is an American Entertainment Industry Leader. He is best known for foundingAsylum Records,Geffen Records, and was a co-founder ofDreamworks SKGwithSteven Spielbergand Jefferey Katzenberg. Geffen is one of the most successful and influential figures in the entertainment industry, and is estimated to have a net worth of over $10 billion.Flight History for David GeffenDavid Geffen","(CLICK TO ENLARGE)The Gulfstream G650 (GLF6) is a large business jet manufactured byGulfstream Aerospace, the first customer delivery of this aircraft was in December of 2012. This model can accommodate 11 to 18 passengers, has a range of 8,000 miles, and a cruising speed of 594 mph. A typical Gulfstream G650 costs between 64-70 million dollars, and over 470 individual aircraft have been produced. This is most popular jet among the celebrities we are tracking, and is owned byKim Kardashian,Alex Rodriguez,Bill Gates,Oprah Winfreyand14 other celebrities.Gulfstream G650Gulfstream G650",N221DG,"154,240 miles",88,"172,700 gallons",14 days8 hours23 minutes,"1,721metric tons"
"(CLICK TO ENLARGE)Dan Bilzerian is an American internet personality and professional poker player, famous for his lavish lifestyle and social media presence. He is known for his extravagant spending habits, which include luxury homes, private jets, and an extensive collection of firearms. Bilzerian has an estimated net worth of $200 million.Flight History for Dan BilzerianDan Bilzerian",Gulfstream IV,N701DB,"130,779 miles",93,"149,500 gallons",13 days22 hours5 minutes,"2,007metric tons"
"(CLICK TO ENLARGE)Caesars Palace Casino, located on the Las Vegas Strip, is known for its luxurious accommodations, high-end dining options, and expansive gaming floor featuring a variety of slot machines and table games. Caesars Palace Casino will often use it’s corporate jet to fly big players to it’s casino. Caesars Palace Casino has an estimated net worth of over $4 billion.Flight History for Caesars Palace CasinoCaesars Palace Casino",Gulfstream V,N898CE,"118,821 miles",145,"117,720 gallons",13 days4 hours23 minutes,"1,579metric tons"
"(CLICK TO ENLARGE)Ronald Perelman is an American businessman, financier and investor. He made his first fortune acquiring a series of local television stations, which he later sold toRupert Murdochthat became theFox Network. Perelman currently owns a range of companies, includingRetailMeNot,RevlonandScientific Games, which manufactures products for the gambling industry. His net worth is estimated to be over $4 billion.Flight History for Ronald PerelmanRonald Perelman","(CLICK TO ENLARGE)The Gulfstream G650 (GLF6) is a large business jet manufactured byGulfstream Aerospace, the first customer delivery of this aircraft was in December of 2012. This model can accommodate 11 to 18 passengers, has a range of 8,000 miles, and a cruising speed of 594 mph. A typical Gulfstream G650 costs between 64-70 million dollars, and over 470 individual aircraft have been produced. This is most popular jet among the celebrities we are tracking, and is owned byKim Kardashian,Alex Rodriguez,Bill Gates,Oprah Winfreyand14 other celebrities.Gulfstream G650Gulfstream G650",N838MF,"132,034 miles",125,"156,460 gallons",13 days35 minutes,"1,563metric tons"
"(CLICK TO ENLARGE)Googleis a multinational technology and advertising company founded by Larry Page andSergey Brin.Google is best known for its search engine, which is supported by it’ aggressive andprivacy invading contextual advertising modelthat follows users across websites, onto streaming platforms and mobile devices.Google’s net worth is estimated to be over $1 trillion.Flight History for GoogleGoogle",Gulfstream V,N10XG,"134,010 miles",78,"115,090 gallons",12 days21 hours32 minutes,"1,540metric tons"
"(CLICK TO ENLARGE)Rupert Murdoch is a newspaper publisher and media entrepreneur. He is the founder of News Corporation, a global media company that includesFox Network,The Wall Street Journal,Investors Business DailyandHarperCollins. Murdoch’s estimated net worth is over $16 billion.Flight History for Rupert MurdochRupert Murdoch","(CLICK TO ENLARGE)The Gulfstream G650 (GLF6) is a large business jet manufactured byGulfstream Aerospace, the first customer delivery of this aircraft was in December of 2012. This model can accommodate 11 to 18 passengers, has a range of 8,000 miles, and a cruising speed of 594 mph. A typical Gulfstream G650 costs between 64-70 million dollars, and over 470 individual aircraft have been produced. This is most popular jet among the celebrities we are tracking, and is owned byKim Kardashian,Alex Rodriguez,Bill Gates,Oprah Winfreyand14 other celebrities.Gulfstream G650Gulfstream G650",N898NC,"116,947 miles",90,"148,110 gallons",12 days7 hours50 minutes,"1,491metric tons"
"(CLICK TO ENLARGE)Judge Judy, (Judith Sheindlin) is an American retired judge who is most famous for hosting her own courtroom TV show ""Judge Judy"" Judge Judy is known for her no-nonsense attitude and witty remarks while presiding over cases on the show. Her estimated net worth is $440 million.Flight History for Judge JudyJudge Judy",Cessna Citation 750,N555QB,"136,813 miles",95,"99,040 gallons",12 days4 hours18 minutes,898metric tons
"(CLICK TO ENLARGE)Larry Ellison is an American businessman investor,, he is best known as the founder and former CEO ofOracle Technologies, and remains the Executive Chairman on their Board of Directors. He is also known forowning 98% of the land on Lanai, the sixth-largest island in the Hawaiian Archipelago. Ellison was also an early investor inElon Musk’scompany,Tesla Motors. His estimated net worth is $121 billion, putting him in the top 10 of richest people in the world.Flight History for Larry EllisonLarry Ellison","(CLICK TO ENLARGE)The Gulfstream G650 (GLF6) is a large business jet manufactured byGulfstream Aerospace, the first customer delivery of this aircraft was in December of 2012. This model can accommodate 11 to 18 passengers, has a range of 8,000 miles, and a cruising speed of 594 mph. A typical Gulfstream G650 costs between 64-70 million dollars, and over 470 individual aircraft have been produced. This is most popular jet among the celebrities we are tracking, and is owned byKim Kardashian,Alex Rodriguez,Bill Gates,Oprah Winfreyand14 other celebrities.Gulfstream G650Gulfstream G650",N817GS,"107,886 miles",82,"130,850 gallons",11 days41 minutes,"1,313metric tons"
